label,message,length,processed_message,token_count
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),229,"['wanted', 'wish', 'happy', 'new', 'year', 'wanted', 'talk', 'legal', 'advice', 'gary', 'split', 'person', 'make', 'trip', 'ptbo', 'hope', 'everything', 'good', 'babe', 'love', 'ya']",21
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,147,"['txt', 'call', 'claim', 'reward', 'hour', 'talk', 'time', 'use', 'phone', 'inc', 'stop', 'txtstop']",12
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",130,"['parent', 'kidz', 'friend', 'n', 'colleague', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']",10
ham,Sitting ard nothing to do lor. U leh busy w work?,49,"['sitting', 'ard', 'nothing', 'lor', 'u', 'leh', 'busy', 'w', 'work']",9
ham,"I dont knw pa, i just drink milk..",34,"['dont', 'knw', 'pa', 'drink', 'milk']",5
ham,"Hmph. Go head, big baller.",26,"['hmph', 'go', 'head', 'big', 'baller']",5
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",106,"['actually', 'fuck', 'whatever', 'find', 'excuse', 'tampa', 'point', 'january', 'though']",9
ham,India have to take lead:),25,"['india', 'take', 'lead']",3
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,154,"['mobile', 'month', 'u', 'r', 'entitled', 'update', 'latest', 'colour', 'mobile', 'camera', 'free', 'call', 'mobile', 'update', 'co', 'free']",16
ham,"Damn, poor zac doesn't stand a chance",37,"['damn', 'poor', 'zac', 'stand', 'chance']",5
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,72,"['tap', 'spile', 'seven', 'pub', 'gas', 'st', 'broad', 'st', 'canal', 'ok']",10
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",324,"['storming', 'msg', 'wen', 'u', 'lift', 'phne', 'u', 'say', 'hello', 'u', 'knw', 'wt', 'real', 'meaning', 'hello', 'name', 'girl', 'yes', 'u', 'knw', 'dat', 'girl', 'margaret', 'hello', 'girlfrnd', 'f', 'grahmbell', 'invnted', 'telphone', 'moral', 'one', 'name', 'person', 'bt', 'girlfrnd', 'g', 'n', 'g', 'h']",39
ham,I like to talk pa but am not able to. I dont know y.,52,"['like', 'talk', 'pa', 'able', 'dont', 'know']",6
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,122,"['sure', 'time', 'tho', 'sure', 'get', 'library', 'class', 'try', 'see', 'point', 'good', 'eve']",12
ham,I am late. I will be there at,29,['late'],1
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,90,"['love', 'ya', 'try', 'budget', 'money', 'better', 'babe', 'gary', 'would', 'freak', 'knew']",11
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,154,"['lol', 'gon', 'na', 'last', 'month', 'cashed', 'left', 'lt', 'gt', 'case', 'collecting', 'week', 'cause', 'announced', 'blog']",15
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",159,"['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'aco', 'claim', 'txt', 'dis', 'morefrmmob', 'shracomorsglsuplt']",13
ham,Easy ah?sen got selected means its good..,41,"['easy', 'ah', 'sen', 'got', 'selected', 'mean', 'good']",7
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,112,"['chill', 'another', 'could', 'sleep', 'pain', 'surgical', 'emergency', 'see', 'unfolds', 'okay']",10
ham,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,40,"['none', 'nowhere', 'ikno', 'doesdiscount', 'shitinnit']",5
ham,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,108,"['oh', 'fuck', 'juswoke', 'bed', 'boatin', 'dock', 'slept', 'wid', 'year', 'old', 'spinout', 'giv', 'u', 'da', 'gossip', 'xxx']",16
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",173,"['want', 'new', 'nokia', 'colour', 'phone', 'deliveredtomorrow', 'free', 'minute', 'mobile', 'free', 'text', 'free', 'camcorder', 'reply', 'call']",15
ham,I didn't get the second half of that message,44,"['get', 'second', 'half', 'message']",4
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",179,"['thank', 'much', 'skyped', 'wit', 'kz', 'sura', 'didnt', 'get', 'pleasure', 'company', 'hope', 'good', 'given', 'ultimatum', 'oh', 'countin', 'aburo', 'enjoy']",18
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,87,"['aah', 'cuddle', 'would', 'lush', 'need', 'lot', 'tea', 'soup', 'kind', 'fumbling']",10
ham,"Not for possession, especially not first offense",48,"['possession', 'especially', 'first', 'offense']",4
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",160,"['poly', 'tone', 'mob', 'direct', 'rply', 'poly', 'title', 'eg', 'poly', 'title', 'crazyin', 'sleepingwith', 'finest', 'ymca']",14
ham,Well good morning mr . Hows london treatin' ya treacle?,55,"['well', 'good', 'morning', 'mr', 'hows', 'london', 'treatin', 'ya', 'treacle']",9
ham,"Customer place, i wil cal u sir.",32,"['customer', 'place', 'wil', 'cal', 'u', 'sir']",6
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",158,"['free', 'ringtone', 'waiting', 'collected', 'simply', 'text', 'password', 'mix', 'verify', 'get', 'usher', 'britney', 'fml', 'po', 'box']",15
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",131,"['chinatown', 'got', 'porridge', 'claypot', 'rice', 'yam', 'cake', 'fishhead', 'beehoon', 'either', 'eat', 'cheap', 'den', 'go', 'cafe', 'n', 'tok', 'go', 'nydc', 'somethin']",20
ham,Happy new year. Hope you are having a good semester,51,"['happy', 'new', 'year', 'hope', 'good', 'semester']",6
ham,Love you aathi..love u lot..,28,"['love', 'aathi', 'love', 'u', 'lot']",5
ham,Gud mrng dear hav a nice day,28,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']",6
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,45,"['pleassssssseeeeee', 'tel', 'v', 'avent', 'done', 'sportsx']",6
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,110,"['ok', 'lar', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'said', 'wun', 'cut', 'v', 'short', 'said', 'cut', 'look', 'nice']",18
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,111,"['heard', 'anything', 'answering', 'text', 'guessing', 'flaked', 'said', 'jb', 'fantastic']",9
ham,Wif my family booking tour package.,35,"['wif', 'family', 'booking', 'tour', 'package']",5
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),106,"['really', 'sorry', 'wo', 'b', 'able', 'u', 'find', 'yr', 'term', 'going', 'ok']",11
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,134,"['hello', 'need', 'posh', 'bird', 'chap', 'user', 'trial', 'prod', 'champneys', 'put', 'need', 'address', 'dob', 'asap', 'ta', 'r']",16
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",162,"['costa', 'del', 'sol', 'holiday', 'await', 'collection', 'call', 'toclaim', 'sae', 'tc', 'stockport']",11
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,155,"['someone', 'conacted', 'dating', 'service', 'entered', 'phone', 'fancy', 'find', 'call', 'landline']",10
ham,Ü only send me the contents page...,35,"['ü', 'send', 'content', 'page']",4
ham,Yes:)from last week itself i'm taking live call.,48,"['yes', 'last', 'week', 'taking', 'live', 'call']",6
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,176,"['heart', 'empty', 'without', 'love', 'mind', 'empty', 'without', 'wisdom', 'eye', 'r', 'empty', 'without', 'dream', 'amp', 'life', 'empty', 'without', 'frnds', 'alwys', 'touch', 'good', 'night', 'amp', 'sweet', 'dream']",25
ham,"I can't, I don't have her number!",33,"['ca', 'number']",2
ham,Can... I'm free...,18,['free'],1
ham,My sister going to earn more than me da.,40,"['sister', 'going', 'earn', 'da']",4
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,75,"['lol', 'need', 'cash', 'nitros', 'hurry', 'come', 'crash']",7
ham,I doubt you could handle 5 times per night in any case...,57,"['doubt', 'could', 'handle', 'time', 'per', 'night', 'case']",7
ham,At home watching tv lor.,24,"['home', 'watching', 'tv', 'lor']",4
ham,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,127,"['look', 'frying', 'pan', 'case', 'cheap', 'book', 'perhaps', 'silly', 'frying', 'pan', 'likely', 'book']",12
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,91,"['hello', 'going', 'village', 'pub', 'either', 'come', 'accordingly', 'ok']",8
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",153,"['time', 'tried', 'contact', 'u', 'pound', 'prize', 'claim', 'easy', 'call', 'per', 'min']",11
ham,That's necessarily respectful,29,"['necessarily', 'respectful']",2
ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!,58,"['yeah', 'stand', 'close', 'catch', 'something']",5
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,96,"['monthlysubscription', 'csc', 'web', 'txt', 'stop']",5
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",112,"['thing', 'change', 'sentence', 'want', 'concentrate', 'educational', 'career', 'im', 'leaving']",9
ham,"Come round, it's . ",19,"['come', 'round']",2
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,137,"['voucher', 'marsms', 'log', 'onto', 'discount', 'credit', 'opt', 'reply', 'stop', 'customer', 'care', 'call']",12
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,116,"['good', 'wondering', 'wont', 'say', 'hi', 'smiling', 'coping', 'long', 'distance']",9
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,134,"['private', 'account', 'statement', 'show', 'point', 'call', 'identifier', 'code', 'expires']",9
ham,Are you planning to come chennai?,33,"['planning', 'come', 'chennai']",3
ham,Total video converter free download type this in google search:),64,"['total', 'video', 'converter', 'free', 'download', 'type', 'google', 'search']",8
ham,Surly ill give it to you:-) while coming to review.,51,"['surly', 'ill', 'give', 'coming', 'review']",5
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,64,"['hamster', 'dead', 'hey', 'tmr', 'meet', 'orchard', 'mrt']",7
ham,I am waiting for your call sir.,31,"['waiting', 'call', 'sir']",3
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,237,"['wishing', 'great', 'day', 'moji', 'told', 'offer', 'always', 'speechless', 'offer', 'easily', 'go', 'great', 'length', 'behalf', 'stunning', 'exam', 'next', 'friday', 'keep', 'touch', 'sorry']",21
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,205,"['wish', 'think', 'gon', 'na', 'snow', 'much', 'flurry', 'usually', 'get', 'melt', 'hit', 'ground', 'eek', 'snow', 'since', 'lt', 'gt', 'even', 'born']",19
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",168,"['actor', 'work', 'work', 'evening', 'sleep', 'late', 'since', 'unemployed', 'moment', 'always', 'sleep', 'late', 'unemployed', 'every', 'day', 'saturday']",16
ham,Oh all have to come ah?,23,"['oh', 'come', 'ah']",3
ham,Early bird! Any purchases yet?,30,"['early', 'bird', 'purchase', 'yet']",4
ham,Oh ok i didnt know what you meant. Yep i am baby jontin,55,"['oh', 'ok', 'didnt', 'know', 'meant', 'yep', 'baby', 'jontin']",8
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",127,"['give', 'something', 'drink', 'take', 'vomit', 'temp', 'might', 'drop', 'unmits', 'however', 'let', 'know']",12
ham,Ya srsly better than yi tho,27,"['ya', 'srsly', 'better', 'yi', 'tho']",5
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,146,"['ur', 'currently', 'pound', 'maximize', 'ur', 'send', 'go', 'cc']",8
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",107,"['lot', 'used', 'one', 'babe', 'model', 'help', 'youi', 'bring', 'match']",9
ham,I'm very happy for you babe ! Woo hoo party on dude!,52,"['happy', 'babe', 'woo', 'hoo', 'party', 'dude']",6
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,157,"['winner', 'valued', 'network', 'customer', 'selected', 'receivea', 'prize', 'reward', 'claim', 'call', 'claim', 'code', 'valid', 'hour']",14
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,71,"['appt', 'lt', 'time', 'gt', 'fault', 'u', 'listen', 'told', 'u', 'twice']",10
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,62,"['saw', 'guy', 'doll', 'last', 'night', 'patrick', 'swayze', 'great']",8
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",77,"['yep', 'great', 'loxahatchee', 'xmas', 'tree', 'burning', 'lt', 'gt', 'start', 'hour']",10
ham,Did u fix the teeth?if not do it asap.ok take care.,51,"['u', 'fix', 'teeth', 'take', 'care']",5
ham,"Sorry, I'll call later",22,"['sorry', 'call', 'later']",3
ham,say thanks2. ,13,['say'],1
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,150,"['wnt', 'buy', 'bmw', 'car', 'urgently', 'vry', 'hv', 'shortage', 'lt', 'gt', 'source', 'arng', 'dis', 'amt', 'lt', 'gt', 'lac', 'thats', 'prob']",19
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,83,"['nationwide', 'auto', 'centre', 'something', 'like', 'newport', 'road', 'liked']",8
ham,X2  &lt;#&gt; . Are you going to get that,41,"['lt', 'gt', 'going', 'get']",4
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",121,"['moon', 'come', 'color', 'dream', 'star', 'make', 'musical', 'sm', 'give', 'warm', 'peaceful', 'sleep', 'good', 'night']",14
ham,Yup,3,['yup'],1
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",153,"['good', 'afternoon', 'boytoy', 'feeling', 'today', 'better', 'hope', 'good', 'boy', 'obedient', 'slave', 'please', 'queen']",13
